WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
5,Melbourne,Australian Open,14/02/2021,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Sabalenka A.,11,7,4265,4580,6,4,2,6,6,4,2,1,Completed,2.1,1.72,2.06,1.85,2.21,1.85,2.09,1.75
5,Melbourne,Australian Open,14/02/2021,Grand Slam,Outdoor,Hard,4th Round,3,Halep S.,Swiatek I.,2,17,7255,3014,3,6,6,1,6,4,2,1,Completed,1.72,2.1,1.74,2.22,1.87,2.24,1.73,2.12
5,Melbourne,Australian Open,15/02/2021,Grand Slam,Outdoor,Hard,4th Round,3,Pegula J.,Svitolina E.,61,5,1138,5260,6,4,3,6,6,3,2,1,Completed,3,1.4,3.14,1.42,3.25,1.44,2.96,1.41
5,Melbourne,Australian Open,15/02/2021,Grand Slam,Outdoor,Hard,4th Round,3,Brady J.,Vekic D.,24,33,2475,1880,6,1,7,5,,,2,0,Completed,1.3,3.5,1.29,4.01,1.38,4.01,1.31,3.48
5,Melbourne,Australian Open,15/02/2021,Grand Slam,Outdoor,Hard,4th Round,3,Muchova K.,Mertens E.,27,16,2135,3060,7,6,7,5,,,2,0,Completed,3.4,1.33,3.69,1.33,3.82,1.46,3.39,1.32
5,Melbourne,Australian Open,15/02/2021,Grand Slam,Outdoor,Hard,4th Round,3,Barty A.,Rogers S.,1,57,9186,1221,6,3,6,4,,,2,0,Completed,1.2,4.5,1.22,4.81,1.3,5.05,1.21,4.42
5,Melbourne,Australian Open,16/02/2021,Grand Slam,Outdoor,Hard,Quarterfinals,3,Osaka N.,Hsieh S.W.,3,71,5965,1035,6,2,6,2,,,2,0,Completed,1.12,6,1.1,8.68,1.14,8.75,1.1,7.02
5,Melbourne,Australian Open,16/02/2021,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams S.,Halep S.,11,2,4265,7255,6,3,6,3,,,2,0,Completed,1.9,1.9,1.9,2.01,2.05,2.05,1.91,1.91
5,Melbourne,Australian Open,17/02/2021,Grand Slam,Outdoor,Hard,Quarterfinals,3,Muchova K.,Barty A.,27,1,2135,9186,1,6,6,3,6,2,2,1,Completed,4.5,1.2,4.93,1.22,5.1,1.24,4.54,1.2
5,Melbourne,Australian Open,17/02/2021,Grand Slam,Outdoor,Hard,Quarterfinals,3,Brady J.,Pegula J.,24,61,2475,1138,4,6,6,2,6,1,2,1,Completed,1.44,2.75,1.43,3.08,1.48,3.1,1.43,2.84
5,Melbourne,Australian Open,18/02/2021,Grand Slam,Outdoor,Hard,Semifinals,3,Osaka N.,Williams S.,3,11,5965,4265,6,3,6,4,,,2,0,Completed,1.57,2.37,1.59,2.53,1.66,2.6,1.58,2.42
5,Melbourne,Australian Open,18/02/2021,Grand Slam,Outdoor,Hard,Semifinals,3,Brady J.,Muchova K.,24,27,2475,2135,6,4,3,6,6,4,2,1,Completed,1.5,2.62,1.53,2.71,1.63,2.71,1.53,2.53
5,Melbourne,Australian Open,20/02/2021,Grand Slam,Outdoor,Hard,The Final,3,Osaka N.,Brady J.,3,24,5965,2475,6,4,6,3,,,2,0,Completed,1.2,4.8,1.22,4.81,1.25,5.3,1.19,4.74
